Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,day
Beijing,China,2020-02-09T03:43:02,326.0,2.0,37.0,2020-02-09
Sichuan,China,2020-02-09T12:43:01,386.0,1.0,71.0,2020-02-09
Shandong,China,2020-02-09T15:03:05,444.0,1.0,63.0,2020-02-09
Chongqing,China,2020-02-09T23:53:02,468.0,2.0,51.0,2020-02-09
Fujian,China,2020-02-09T09:13:11,250.0,0.0,35.0,2020-02-09
Jiangxi,China,2020-02-09T11:33:12,740.0,0.0,73.0,2020-02-09
Hunan,China,2020-02-09T12:33:01,838.0,1.0,186.0,2020-02-09
Henan,China,2020-02-09T11:23:08,1033.0,6.0,153.0,2020-02-09
Zhejiang,China,2020-02-09T12:03:04,1075.0,0.0,201.0,2020-02-09
Guangdong,China,2020-02-09T15:03:05,1131.0,1.0,141.0,2020-02-09
Hubei,China,2020-02-09T23:33:02,29631.0,871.0,1795.0,2020-02-09
,South Korea,2020-02-09T02:33:02,25.0,0.0,3.0,2020-02-09
Anhui,China,2020-02-09T09:33:02,779.0,1.0,72.0,2020-02-09
Shaanxi,China,2020-02-09T03:03:09,208.0,0.0,25.0,2020-02-09
Jiangsu,China,2020-02-09T10:23:11,468.0,0.0,71.0,2020-02-09
Guangxi,China,2020-02-09T00:33:07,195.0,1.0,18.0,2020-02-09
Hong Kong,Hong Kong,2020-02-09T09:53:02,29.0,1.0,0.0,2020-02-09
Hebei,China,2020-02-09T12:43:01,206.0,2.0,34.0,2020-02-09
,Thailand,2020-02-08T12:53:01,32.0,0.0,10.0,2020-02-09
,Singapore,2020-02-09T02:43:02,40.0,0.0,2.0,2020-02-09
Xinjiang,China,2020-02-09T01:23:08,45.0,0.0,0.0,2020-02-09
Ningxia,China,2020-02-09T02:03:11,45.0,0.0,13.0,2020-02-09
Diamond Princess cruise ship,Others,2020-02-09T06:13:11,64.0,0.0,0.0,2020-02-09
Jilin,China,2020-02-09T09:03:04,78.0,1.0,12.0,2020-02-09
Inner Mongolia,China,2020-02-09T02:23:07,54.0,0.0,5.0,2020-02-09
Tianjin,China,2020-02-09T23:43:02,91.0,1.0,4.0,2020-02-09
Guizhou,China,2020-02-09T09:53:02,99.0,1.0,7.0,2020-02-09
Liaoning,China,2020-02-09T12:23:03,107.0,0.0,12.0,2020-02-09
Shanxi,China,2020-02-09T23:43:02,119.0,0.0,25.0,2020-02-09
Hainan,China,2020-02-09T13:33:02,131.0,3.0,19.0,2020-02-09
Yunnan,China,2020-02-09T08:53:02,141.0,0.0,18.0,2020-02-09
Gansu,China,2020-02-09T23:33:02,83.0,2.0,16.0,2020-02-09
"Toronto, ON",Canada,2020-02-04T00:13:06,2.0,0.0,0.0,2020-02-10
British Columbia,Canada,2020-02-07T05:43:03,4.0,0.0,0.0,2020-02-10
South Australia,Australia,2020-02-02T22:33:07,2.0,0.0,0.0,2020-02-10
,Philippines,2020-02-07T16:43:04,3.0,1.0,0.0,2020-02-10
,Italy,2020-02-07T17:53:02,3.0,0.0,0.0,2020-02-10
,India,2020-02-03T21:43:02,3.0,0.0,0.0,2020-02-10
Victoria,Australia,2020-02-01T18:12:49,4.0,0.0,0.0,2020-02-10
,Germany,2020-02-09T06:13:11,14.0,0.0,0.0,2020-02-10
Queensland,Australia,2020-02-09T19:33:02,5.0,0.0,0.0,2020-02-10
,United Arab Emirates,2020-02-10T23:03:09,8.0,0.0,0.0,2020-02-10
,UK,2020-02-10T19:03:02,8.0,0.0,0.0,2020-02-10
Macau,Macau,2020-02-06T14:23:04,10.0,0.0,1.0,2020-02-10
,France,2020-02-08T09:53:01,11.0,0.0,0.0,2020-02-10
,Vietnam,2020-02-10T03:03:09,14.0,0.0,1.0,2020-02-10
,Russia,2020-01-31T16:13:45,2.0,0.0,0.0,2020-02-10
New South Wales,Australia,2020-02-06T03:13:22,4.0,0.0,2.0,2020-02-10
,Spain,2020-02-09T20:33:03,2.0,0.0,0.0,2020-02-10
"Seattle, WA",US,2020-02-09T07:03:04,1.0,0.0,1.0,2020-02-10
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,2020-02-10
Taiwan,Taiwan,2020-02-09T09:13:11,18.0,0.0,1.0,2020-02-10
"Orange, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,2020-02-10
"Madison, WI",US,2020-02-05T21:53:02,1.0,0.0,0.0,2020-02-10
"Los Angeles, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,2020-02-10
"Boston, MA",US,2020-02-01T19:43:03,1.0,0.0,0.0,2020-02-10
"Tempe, AZ",US,2020-02-01T19:43:03,1.0,0.0,0.0,2020-02-10
,Sweden,2020-02-01T02:13:26,1.0,0.0,0.0,2020-02-10
,Sri Lanka,2020-02-08T03:43:03,1.0,0.0,1.0,2020-02-10
,Nepal,2020-01-31T08:15:53,1.0,0.0,0.0,2020-02-10
Tibet,China,2020-02-01T01:52:40,1.0,0.0,0.0,2020-02-10
,Finland,2020-01-31T08:15:53,1.0,0.0,0.0,2020-02-10
"London, ON",Canada,2020-02-04T00:03:11,1.0,0.0,0.0,2020-02-10
,Cambodia,2020-01-31T08:15:53,1.0,0.0,0.0,2020-02-10
,Belgium,2020-02-04T15:43:02,1.0,0.0,0.0,2020-02-10
"Santa Clara, CA",US,2020-02-03T00:43:02,2.0,0.0,0.0,2020-02-10
"Chicago, IL",US,2020-02-09T19:03:03,2.0,0.0,2.0,2020-02-10
,Malaysia,2020-02-10T03:03:09,18.0,0.0,1.0,2020-02-10
Anhui,China,2020-02-10T07:23:04,830.0,3.0,88.0,2020-02-10
,Japan,2020-02-10T21:33:02,26.0,0.0,4.0,2020-02-10
Fujian,China,2020-02-10T14:03:05,261.0,0.0,39.0,2020-02-10
Shanghai,China,2020-02-10T06:03:13,299.0,1.0,48.0,2020-02-10
Heilongjiang,China,2020-02-10T07:33:05,331.0,7.0,30.0,2020-02-10
Beijing,China,2020-02-10T03:13:08,337.0,2.0,44.0,2020-02-10
Sichuan,China,2020-02-10T10:03:02,405.0,1.0,80.0,2020-02-10
Chongqing,China,2020-02-10T23:43:02,486.0,2.0,66.0,2020-02-10
Hebei,China,2020-02-10T10:03:02,218.0,2.0,41.0,2020-02-10
Jiangsu,China,2020-02-10T14:03:05,492.0,0.0,81.0,2020-02-10
Hunan,China,2020-02-10T13:53:02,879.0,1.0,208.0,2020-02-10
Henan,China,2020-02-10T13:53:02,1073.0,6.0,191.0,2020-02-10
Zhejiang,China,2020-02-10T14:13:12,1092.0,0.0,242.0,2020-02-10
Guangdong,China,2020-02-10T13:43:02,1159.0,1.0,167.0,2020-02-10
Hubei,China,2020-02-10T23:33:02,31728.0,974.0,2222.0,2020-02-10
Qinghai,China,2020-02-06T02:13:15,18.0,0.0,3.0,2020-02-10
Jiangxi,China,2020-02-10T13:53:02,771.0,1.0,105.0,2020-02-10
Shaanxi,China,2020-02-10T13:23:06,213.0,0.0,30.0,2020-02-10
Shandong,China,2020-02-10T09:33:02,466.0,1.0,66.0,2020-02-10
Yunnan,China,2020-02-10T09:43:02,149.0,0.0,19.0,2020-02-10
Guangxi,China,2020-02-10T14:03:05,210.0,1.0,24.0,2020-02-10
,Thailand,2020-02-08T12:53:01,32.0,0.0,10.0,2020-02-10
Hong Kong,Hong Kong,2020-02-10T10:13:06,38.0,1.0,0.0,2020-02-10
,Singapore,2020-02-10T19:03:02,45.0,0.0,2.0,2020-02-10
Xinjiang,China,2020-02-10T01:13:06,49.0,0.0,0.0,2020-02-10
Ningxia,China,2020-02-10T01:43:02,49.0,0.0,13.0,2020-02-10
Inner Mongolia,China,2020-02-10T02:43:05,58.0,0.0,5.0,2020-02-10
Jilin,China,2020-02-10T14:03:05,80.0,1.0,13.0,2020-02-10
,South Korea,2020-02-10T03:03:09,27.0,0.0,3.0,2020-02-10
Tianjin,China,2020-02-10T14:23:08,95.0,1.0,8.0,2020-02-10
Liaoning,China,2020-02-10T14:03:05,108.0,0.0,13.0,2020-02-10
Guizhou,China,2020-02-10T12:33:02,109.0,1.0,10.0,2020-02-10
Shanxi,China,2020-02-09T23:43:02,119.0,0.0,25.0,2020-02-10
Diamond Princess cruise ship,Others,2020-02-10T16:03:12,135.0,0.0,0.0,2020-02-10
Hainan,China,2020-02-10T09:33:02,138.0,3.0,19.0,2020-02-10
Gansu,China,2020-02-10T07:23:04,83.0,2.0,17.0,2020-02-10
,Spain,2020-02-09T20:33:03,2.0,0.0,0.0,2020-02-11
,Russia,2020-01-31T16:13:45,2.0,0.0,0.0,2020-02-11
"Toronto, ON",Canada,2020-02-04T00:13:06,2.0,0.0,0.0,2020-02-11
South Australia,Australia,2020-02-02T22:33:07,2.0,0.0,0.0,2020-02-11
,Philippines,2020-02-07T16:43:04,3.0,1.0,0.0,2020-02-11
,Italy,2020-02-07T17:53:02,3.0,0.0,0.0,2020-02-11
,India,2020-02-03T21:43:02,3.0,0.0,0.0,2020-02-11
British Columbia,Canada,2020-02-07T05:43:03,4.0,0.0,0.0,2020-02-11
,United Arab Emirates,2020-02-10T23:03:09,8.0,0.0,0.0,2020-02-11
New South Wales,Australia,2020-02-06T03:13:22,4.0,0.0,2.0,2020-02-11
Queensland,Australia,2020-02-09T19:33:02,5.0,0.0,0.0,2020-02-11
,UK,2020-02-10T19:03:02,8.0,0.0,0.0,2020-02-11
Macau,Macau,2020-02-06T14:23:04,10.0,0.0,1.0,2020-02-11
,France,2020-02-08T09:53:01,11.0,0.0,0.0,2020-02-11
,Vietnam,2020-02-11T16:43:06,15.0,0.0,6.0,2020-02-11
Victoria,Australia,2020-02-01T18:12:49,4.0,0.0,0.0,2020-02-11
"Chicago, IL",US,2020-02-09T19:03:03,2.0,0.0,2.0,2020-02-11
"Tempe, AZ",US,2020-02-01T19:43:03,1.0,0.0,0.0,2020-02-11
"Santa Clara, CA",US,2020-02-03T00:43:02,2.0,0.0,0.0,2020-02-11
,Germany,2020-02-11T19:33:03,16.0,0.0,0.0,2020-02-11
"Seattle, WA",US,2020-02-09T07:03:04,1.0,0.0,1.0,2020-02-11
"San Diego County, CA",US,2020-02-11T01:23:05,1.0,0.0,0.0,2020-02-11
"Orange, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,2020-02-11
"Madison, WI",US,2020-02-05T21:53:02,1.0,0.0,0.0,2020-02-11
"Los Angeles, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,2020-02-11
"Boston, MA",US,2020-02-01T19:43:03,1.0,0.0,0.0,2020-02-11
,Sweden,2020-02-01T02:13:26,1.0,0.0,0.0,2020-02-11
,Sri Lanka,2020-02-08T03:43:03,1.0,0.0,1.0,2020-02-11
,Nepal,2020-01-31T08:15:53,1.0,0.0,0.0,2020-02-11
Tibet,China,2020-02-01T01:52:40,1.0,0.0,0.0,2020-02-11
,Finland,2020-01-31T08:15:53,1.0,0.0,0.0,2020-02-11
"London, ON",Canada,2020-02-04T00:03:11,1.0,0.0,0.0,2020-02-11
,Cambodia,2020-01-31T08:15:53,1.0,0.0,0.0,2020-02-11
,Belgium,2020-02-04T15:43:02,1.0,0.0,0.0,2020-02-11
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,2020-02-11
Taiwan,Taiwan,2020-02-09T09:13:11,18.0,0.0,1.0,2020-02-11
,Malaysia,2020-02-11T03:13:13,18.0,0.0,3.0,2020-02-11
Qinghai,China,2020-02-11T11:23:04,18.0,0.0,5.0,2020-02-11
Hebei,China,2020-02-11T11:23:04,239.0,2.0,48.0,2020-02-11
Fujian,China,2020-02-11T14:03:05,267.0,0.0,45.0,2020-02-11
Shanghai,China,2020-02-11T06:23:02,303.0,1.0,52.0,2020-02-11
Beijing,China,2020-02-11T03:03:07,342.0,3.0,48.0,2020-02-11
Heilongjiang,China,2020-02-11T11:23:04,360.0,8.0,28.0,2020-02-11
Sichuan,China,2020-02-11T11:23:04,417.0,1.0,85.0,2020-02-11
Shandong,China,2020-02-11T11:23:04,487.0,1.0,80.0,2020-02-11
Chongqing,China,2020-02-11T23:53:02,505.0,3.0,79.0,2020-02-11
Jiangsu,China,2020-02-11T08:13:06,515.0,0.0,93.0,2020-02-11
Jiangxi,China,2020-02-11T14:03:05,804.0,1.0,128.0,2020-02-11
Anhui,China,2020-02-11T09:43:02,860.0,4.0,105.0,2020-02-11
Hunan,China,2020-02-11T12:53:02,912.0,1.0,247.0,2020-02-11
Henan,China,2020-02-11T14:03:05,1105.0,7.0,218.0,2020-02-11
Zhejiang,China,2020-02-11T12:53:02,1117.0,0.0,270.0,2020-02-11
Guangdong,China,2020-02-11T14:03:05,1177.0,1.0,212.0,2020-02-11
Shaanxi,China,2020-02-11T06:03:16,219.0,0.0,32.0,2020-02-11
Guangxi,China,2020-02-11T11:23:04,215.0,1.0,33.0,2020-02-11
Hubei,China,2020-02-11T23:33:02,33366.0,1068.0,2639.0,2020-02-11
Hainan,China,2020-02-11T14:33:02,144.0,3.0,20.0,2020-02-11
Yunnan,China,2020-02-11T09:23:04,153.0,0.0,20.0,2020-02-11
,Japan,2020-02-11T02:53:02,26.0,0.0,9.0,2020-02-11
,South Korea,2020-02-11T02:53:02,28.0,0.0,3.0,2020-02-11
,Thailand,2020-02-11T18:43:04,33.0,0.0,10.0,2020-02-11
,Singapore,2020-02-11T16:43:06,47.0,0.0,9.0,2020-02-11
Ningxia,China,2020-02-11T10:03:08,53.0,0.0,22.0,2020-02-11
Xinjiang,China,2020-02-11T09:13:11,55.0,0.0,3.0,2020-02-11
Hong Kong,Hong Kong,2020-02-11T09:43:02,49.0,1.0,0.0,2020-02-11
Jilin,China,2020-02-11T08:03:06,81.0,1.0,18.0,2020-02-11
Gansu,China,2020-02-11T15:23:04,86.0,2.0,24.0,2020-02-11
Tianjin,China,2020-02-11T23:13:05,106.0,2.0,10.0,2020-02-11
Liaoning,China,2020-02-11T12:53:02,111.0,0.0,19.0,2020-02-11
Shanxi,China,2020-02-11T23:33:02,124.0,0.0,30.0,2020-02-11
Guizhou,China,2020-02-11T14:03:05,127.0,1.0,17.0,2020-02-11
Diamond Princess cruise ship,Others,2020-02-10T16:03:12,135.0,0.0,0.0,2020-02-11
Inner Mongolia,China,2020-02-10T02:43:05,58.0,0.0,5.0,2020-02-11
,India,2020-02-03T21:43:02,3.0,0.0,0.0,2020-02-12
,Russia,2020-02-12T14:43:03,2.0,0.0,2.0,2020-02-12
"Toronto, ON",Canada,2020-02-04T00:13:06,2.0,0.0,0.0,2020-02-12
South Australia,Australia,2020-02-02T22:33:07,2.0,0.0,0.0,2020-02-12
,Philippines,2020-02-12T07:43:02,3.0,1.0,1.0,2020-02-12
,Italy,2020-02-07T17:53:02,3.0,0.0,0.0,2020-02-12
British Columbia,Canada,2020-02-07T05:43:03,4.0,0.0,0.0,2020-02-12
,Vietnam,2020-02-11T16:43:06,15.0,0.0,6.0,2020-02-12
New South Wales,Australia,2020-02-06T03:13:22,4.0,0.0,2.0,2020-02-12
Queensland,Australia,2020-02-09T19:33:02,5.0,0.0,0.0,2020-02-12
,United Arab Emirates,2020-02-12T00:33:02,8.0,0.0,1.0,2020-02-12
,UK,2020-02-12T19:03:06,9.0,0.0,1.0,2020-02-12
Macau,Macau,2020-02-12T09:53:02,10.0,0.0,2.0,2020-02-12
,France,2020-02-12T18:53:02,11.0,0.0,2.0,2020-02-12
,Spain,2020-02-09T20:33:03,2.0,0.0,0.0,2020-02-12
Victoria,Australia,2020-02-01T18:12:49,4.0,0.0,0.0,2020-02-12
"Chicago, IL",US,2020-02-09T19:03:03,2.0,0.0,2.0,2020-02-12
,Nepal,2020-02-12T14:43:03,1.0,0.0,1.0,2020-02-12
"Santa Clara, CA",US,2020-02-03T00:43:02,2.0,0.0,0.0,2020-02-12
,Germany,2020-02-11T19:33:03,16.0,0.0,0.0,2020-02-12
"Tempe, AZ",US,2020-02-01T19:43:03,1.0,0.0,0.0,2020-02-12
"Seattle, WA",US,2020-02-09T07:03:04,1.0,0.0,1.0,2020-02-12
"San Diego County, CA",US,2020-02-11T01:23:05,1.0,0.0,0.0,2020-02-12
"Orange, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,2020-02-12
"Madison, WI",US,2020-02-05T21:53:02,1.0,0.0,0.0,2020-02-12
"Los Angeles, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,2020-02-12
"Boston, MA",US,2020-02-01T19:43:03,1.0,0.0,0.0,2020-02-12
,Sweden,2020-02-01T02:13:26,1.0,0.0,0.0,2020-02-12
,Sri Lanka,2020-02-08T03:43:03,1.0,0.0,1.0,2020-02-12
Tibet,China,2020-02-12T06:43:02,1.0,0.0,1.0,2020-02-12
,Finland,2020-02-12T00:03:12,1.0,0.0,1.0,2020-02-12
"London, ON",Canada,2020-02-12T18:53:03,1.0,0.0,1.0,2020-02-12
,Cambodia,2020-02-12T07:43:02,1.0,0.0,1.0,2020-02-12
,Belgium,2020-02-04T15:43:02,1.0,0.0,0.0,2020-02-12
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,2020-02-12
Taiwan,Taiwan,2020-02-09T09:13:11,18.0,0.0,1.0,2020-02-12
Hubei,China,2020-02-12T14:13:08,33366.0,1068.0,2686.0,2020-02-12
Qinghai,China,2020-02-12T08:03:06,18.0,0.0,9.0,2020-02-12
Hebei,China,2020-02-12T11:13:05,251.0,2.0,54.0,2020-02-12
Fujian,China,2020-02-12T11:53:02,272.0,0.0,53.0,2020-02-12
Shanghai,China,2020-02-12T06:23:08,311.0,1.0,57.0,2020-02-12
Beijing,China,2020-02-12T02:43:03,352.0,3.0,56.0,2020-02-12
Heilongjiang,China,2020-02-12T14:13:08,378.0,8.0,31.0,2020-02-12
Sichuan,China,2020-02-12T12:43:03,436.0,1.0,92.0,2020-02-12
Chongqing,China,2020-02-12T23:13:08,518.0,3.0,102.0,2020-02-12
Jiangsu,China,2020-02-12T14:13:08,543.0,0.0,125.0,2020-02-12
Jiangxi,China,2020-02-12T01:23:06,844.0,1.0,152.0,2020-02-12
Anhui,China,2020-02-12T10:13:20,889.0,4.0,127.0,2020-02-12
Hunan,China,2020-02-12T12:43:03,946.0,2.0,304.0,2020-02-12
Zhejiang,China,2020-02-12T10:13:20,1131.0,0.0,321.0,2020-02-12
Henan,China,2020-02-12T14:13:08,1135.0,8.0,246.0,2020-02-12
Guangdong,China,2020-02-12T12:23:09,1219.0,1.0,275.0,2020-02-12
,Malaysia,2020-02-11T03:13:13,18.0,0.0,3.0,2020-02-12
Shaanxi,China,2020-02-12T11:13:05,225.0,0.0,43.0,2020-02-12
Guangxi,China,2020-02-12T15:03:05,222.0,1.0,32.0,2020-02-12
Shandong,China,2020-02-12T11:13:05,497.0,2.0,92.0,2020-02-12
Hainan,China,2020-02-12T17:03:03,157.0,4.0,27.0,2020-02-12
,South Korea,2020-02-12T14:43:03,28.0,0.0,7.0,2020-02-12
Diamond Princess cruise ship,Others,2020-02-12T04:23:38,175.0,0.0,0.0,2020-02-12
,Japan,2020-02-12T02:43:03,28.0,0.0,9.0,2020-02-12
,Thailand,2020-02-11T18:43:04,33.0,0.0,10.0,2020-02-12
,Singapore,2020-02-12T19:53:02,50.0,0.0,15.0,2020-02-12
Hong Kong,Hong Kong,2020-02-12T09:53:02,50.0,1.0,1.0,2020-02-12
Xinjiang,China,2020-02-12T01:43:02,59.0,0.0,3.0,2020-02-12
Inner Mongolia,China,2020-02-12T11:13:05,60.0,0.0,6.0,2020-02-12
Ningxia,China,2020-02-12T11:13:05,58.0,0.0,24.0,2020-02-12
Gansu,China,2020-02-12T23:23:01,87.0,2.0,31.0,2020-02-12
Tianjin,China,2020-02-12T15:03:05,112.0,2.0,11.0,2020-02-12
Liaoning,China,2020-02-12T13:33:02,116.0,1.0,20.0,2020-02-12
Shanxi,China,2020-02-12T23:03:02,126.0,0.0,33.0,2020-02-12
Guizhou,China,2020-02-12T09:43:02,133.0,1.0,18.0,2020-02-12
Yunnan,China,2020-02-12T14:13:08,154.0,0.0,26.0,2020-02-12
Jilin,China,2020-02-12T14:13:08,83.0,1.0,22.0,2020-02-12
,Russia,2020-02-12T14:43:03,2.0,0.0,2.0,2020-02-13
,India,2020-02-13T18:53:02,3.0,0.0,0.0,2020-02-13
"Toronto, ON",Canada,2020-02-04T00:13:06,2.0,0.0,0.0,2020-02-13
South Australia,Australia,2020-02-02T22:33:07,2.0,0.0,0.0,2020-02-13
,Philippines,2020-02-12T07:43:02,3.0,1.0,1.0,2020-02-13
,Italy,2020-02-07T17:53:02,3.0,0.0,0.0,2020-02-13
British Columbia,Canada,2020-02-07T05:43:03,4.0,0.0,0.0,2020-02-13
,Vietnam,2020-02-13T06:33:02,16.0,0.0,7.0,2020-02-13
New South Wales,Australia,2020-02-13T17:53:03,4.0,0.0,4.0,2020-02-13
Queensland,Australia,2020-02-09T19:33:02,5.0,0.0,0.0,2020-02-13
,United Arab Emirates,2020-02-12T00:33:02,8.0,0.0,1.0,2020-02-13
,UK,2020-02-12T19:03:06,9.0,0.0,1.0,2020-02-13
Macau,Macau,2020-02-13T14:13:06,10.0,0.0,3.0,2020-02-13
,France,2020-02-12T18:53:02,11.0,0.0,2.0,2020-02-13
,Spain,2020-02-09T20:33:03,2.0,0.0,0.0,2020-02-13
Victoria,Australia,2020-02-13T17:53:03,4.0,0.0,4.0,2020-02-13
"Chicago, IL",US,2020-02-09T19:03:03,2.0,0.0,2.0,2020-02-13
"Seattle, WA",US,2020-02-09T07:03:04,1.0,0.0,1.0,2020-02-13
"San Diego County, CA",US,2020-02-13T03:13:08,2.0,0.0,0.0,2020-02-13
,Germany,2020-02-13T15:13:11,16.0,0.0,1.0,2020-02-13
"San Antonio, TX",US,2020-02-13T18:53:02,1.0,0.0,0.0,2020-02-13
"Tempe, AZ",US,2020-02-01T19:43:03,1.0,0.0,0.0,2020-02-13
"Orange, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,2020-02-13
"Madison, WI",US,2020-02-05T21:53:02,1.0,0.0,0.0,2020-02-13
"Los Angeles, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,2020-02-13
"Boston, MA",US,2020-02-01T19:43:03,1.0,0.0,0.0,2020-02-13
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,2020-02-13
,Sweden,2020-02-01T02:13:26,1.0,0.0,0.0,2020-02-13
,Nepal,2020-02-12T14:43:03,1.0,0.0,1.0,2020-02-13
Tibet,China,2020-02-12T06:43:02,1.0,0.0,1.0,2020-02-13
,Finland,2020-02-12T00:03:12,1.0,0.0,1.0,2020-02-13
"London, ON",Canada,2020-02-12T18:53:03,1.0,0.0,1.0,2020-02-13
,Cambodia,2020-02-12T07:43:02,1.0,0.0,1.0,2020-02-13
,Belgium,2020-02-04T15:43:02,1.0,0.0,0.0,2020-02-13
"Santa Clara, CA",US,2020-02-03T00:43:02,2.0,0.0,0.0,2020-02-13
,Sri Lanka,2020-02-08T03:43:03,1.0,0.0,1.0,2020-02-13
Taiwan,Taiwan,2020-02-09T09:13:11,18.0,0.0,1.0,2020-02-13
Henan,China,2020-02-13T14:53:02,1169.0,10.0,296.0,2020-02-13
,Malaysia,2020-02-13T10:53:02,19.0,0.0,3.0,2020-02-13
Hebei,China,2020-02-13T10:33:23,265.0,3.0,68.0,2020-02-13
Fujian,China,2020-02-13T10:33:23,279.0,0.0,57.0,2020-02-13
Shanghai,China,2020-02-13T06:13:15,315.0,1.0,62.0,2020-02-13
Beijing,China,2020-02-13T14:13:06,366.0,3.0,69.0,2020-02-13
Heilongjiang,China,2020-02-13T12:13:06,395.0,9.0,33.0,2020-02-13
Sichuan,China,2020-02-13T13:33:01,451.0,1.0,104.0,2020-02-13
Shandong,China,2020-02-13T13:33:01,509.0,2.0,105.0,2020-02-13
Chongqing,China,2020-02-13T23:23:05,529.0,4.0,128.0,2020-02-13
Jiangsu,China,2020-02-13T10:33:23,570.0,0.0,139.0,2020-02-13
Jiangxi,China,2020-02-13T01:13:08,872.0,1.0,170.0,2020-02-13
Anhui,China,2020-02-13T13:33:01,910.0,5.0,157.0,2020-02-13
Hunan,China,2020-02-13T11:53:02,968.0,2.0,339.0,2020-02-13
Zhejiang,China,2020-02-13T14:13:06,1145.0,0.0,360.0,2020-02-13
Guangdong,China,2020-02-13T13:33:01,1241.0,2.0,314.0,2020-02-13
Hubei,China,2020-02-13T14:13:06,48206.0,1310.0,3459.0,2020-02-13
Shaanxi,China,2020-02-13T10:33:23,229.0,0.0,46.0,2020-02-13
Guangxi,China,2020-02-13T00:23:10,222.0,2.0,33.0,2020-02-13
Qinghai,China,2020-02-13T08:43:08,18.0,0.0,11.0,2020-02-13
Hainan,China,2020-02-13T10:43:03,157.0,4.0,30.0,2020-02-13
Diamond Princess cruise ship,Others,2020-02-12T04:23:38,175.0,0.0,0.0,2020-02-13
,South Korea,2020-02-12T14:43:03,28.0,0.0,7.0,2020-02-13
,Japan,2020-02-13T12:23:05,28.0,1.0,9.0,2020-02-13
,Thailand,2020-02-13T17:53:03,33.0,0.0,12.0,2020-02-13
Hong Kong,Hong Kong,2020-02-13T14:53:02,53.0,1.0,1.0,2020-02-13
Inner Mongolia,China,2020-02-13T01:23:08,61.0,0.0,6.0,2020-02-13
Xinjiang,China,2020-02-13T10:33:23,63.0,1.0,6.0,2020-02-13
,Singapore,2020-02-13T14:33:02,58.0,0.0,15.0,2020-02-13
Jilin,China,2020-02-13T13:33:01,84.0,1.0,24.0,2020-02-13
Gansu,China,2020-02-13T15:53:03,90.0,2.0,39.0,2020-02-13
Liaoning,China,2020-02-13T14:33:02,117.0,1.0,22.0,2020-02-13
Tianjin,China,2020-02-13T23:43:02,119.0,3.0,21.0,2020-02-13
Shanxi,China,2020-02-13T23:23:05,126.0,0.0,36.0,2020-02-13
Guizhou,China,2020-02-13T10:33:23,135.0,1.0,27.0,2020-02-13
Yunnan,China,2020-02-13T08:43:08,156.0,0.0,27.0,2020-02-13
Ningxia,China,2020-02-13T01:23:08,64.0,0.0,24.0,2020-02-13
,India,2020-02-13T18:53:02,3.0,0.0,0.0,2020-02-14
,Russia,2020-02-12T14:43:03,2.0,0.0,2.0,2020-02-14
"Toronto, ON",Canada,2020-02-04T00:13:06,2.0,0.0,0.0,2020-02-14
South Australia,Australia,2020-02-02T22:33:07,2.0,0.0,0.0,2020-02-14
,Philippines,2020-02-12T07:43:02,3.0,1.0,1.0,2020-02-14
,Italy,2020-02-07T17:53:02,3.0,0.0,0.0,2020-02-14
British Columbia,Canada,2020-02-07T05:43:03,4.0,0.0,0.0,2020-02-14
,Vietnam,2020-02-13T06:33:02,16.0,0.0,7.0,2020-02-14
New South Wales,Australia,2020-02-13T17:53:03,4.0,0.0,4.0,2020-02-14
Queensland,Australia,2020-02-09T19:33:02,5.0,0.0,0.0,2020-02-14
,United Arab Emirates,2020-02-12T00:33:02,8.0,0.0,1.0,2020-02-14
,UK,2020-02-12T19:03:06,9.0,0.0,1.0,2020-02-14
Macau,Macau,2020-02-13T14:13:06,10.0,0.0,3.0,2020-02-14
,France,2020-02-12T18:53:02,11.0,0.0,2.0,2020-02-14
,Spain,2020-02-09T20:33:03,2.0,0.0,0.0,2020-02-14
Victoria,Australia,2020-02-13T17:53:03,4.0,0.0,4.0,2020-02-14
"Chicago, IL",US,2020-02-09T19:03:03,2.0,0.0,2.0,2020-02-14
Tibet,China,2020-02-12T06:43:02,1.0,0.0,1.0,2020-02-14
"San Diego County, CA",US,2020-02-13T03:13:08,2.0,0.0,0.0,2020-02-14
"Tempe, AZ",US,2020-02-01T19:43:03,1.0,0.0,0.0,2020-02-14
,Germany,2020-02-13T15:13:11,16.0,0.0,1.0,2020-02-14
"San Antonio, TX",US,2020-02-13T18:53:02,1.0,0.0,0.0,2020-02-14
